"";"AsinS2_geneID";"AsinC2_geneID"
"ASIC019135";"ASIS007125";"ASIC019135"
"ASIC019136";"ASIS020148";"ASIC019136"
"ASIC019138";"ASIS000771";"ASIC019138"
"ASIC019139";"ASIS004776";"ASIC019139"
"ASIC019140";"ASIS008677";"ASIC019140"
"ASIC019141";"ASIS008677";"ASIC019141"
"ASIC019142";"ASIS006212";"ASIC019142"
"ASIC019143";"ASIS005558";"ASIC019143"
"ASIC019145";"ASIS014562";"ASIC019145"
"ASIC019146";"ASIS014562";"ASIC019146"
"ASIC019147";"ASIS006757";"ASIC019147"
"ASIC019148";"ASIS006757";"ASIC019148"
"ASIC019149";"ASIS018946";"ASIC019149"
"ASIC019150";"ASIS020870";"ASIC019150"
"ASIC0191521";"ASIS005000";"ASIC019152"
"ASIC0191522";"ASIS011323";"ASIC019152"
"ASIC019153";"ASIS005000";"ASIC019153"
"ASIC019156";"ASIS009134";"ASIC019156"
"ASIC019159";"ASIS014088";"ASIC019159"
"ASIC019160";"ASIS014852";"ASIC019160"
"ASIC019162";"ASIS008418";"ASIC019162"
"ASIC019164";"ASIS008418";"ASIC019164"
"ASIC0191691";"ASIS006011";"ASIC019169"
"ASIC0191692";"ASIS020819";"ASIC019169"
"ASIC0191701";"ASIS006011";"ASIC019170"
"ASIC0191702";"ASIS015093";"ASIC019170"
"ASIC019171";"ASIS007841";"ASIC019171"
"ASIC019175";"ASIS005079";"ASIC019175"
"ASIC019176";"ASIS004637";"ASIC019176"
"ASIC019181";"ASIS016456";"ASIC019181"
"ASIC019190";"ASIS022519";"ASIC019190"
"ASIC018933";"ASIS014612";"ASIC018933"
"ASIC018944";"ASIS002100";"ASIC018944"
"ASIC018660";"ASIS017009";"ASIC018660"
"ASIC0186711";"ASIS018969";"ASIC018671"
"ASIC0186712";"ASIS019225";"ASIC018671"
"ASIC0186821";"ASIS004048";"ASIC018682"
"ASIC0186822";"ASIS019225";"ASIC018682"
"ASIC018693";"ASIS019225";"ASIC018693"
"ASIC0187261";"ASIS015782";"ASIC018726"
"ASIC0187262";"ASIS020773";"ASIC018726"
"ASIC0187371";"ASIS001163";"ASIC018737"
"ASIC0187372";"ASIS014711";"ASIC018737"
"ASIC018759";"ASIS009729";"ASIC018759"
"ASIC018771";"ASIS009729";"ASIC018771"
"ASIC018804";"ASIS021944";"ASIC018804"
"ASIC018815";"ASIS006086";"ASIC018815"
"ASIC018826";"ASIS010313";"ASIC018826"
"ASIC018882";"ASIS011749";"ASIC018882"
"ASIC018888";"ASIS016493";"ASIC018888"
"ASIC018890";"ASIS016493";"ASIC018890"
"ASIC018891";"ASIS012905";"ASIC018891"
"ASIC018895";"ASIS021291";"ASIC018895"
"ASIC018896";"ASIS016063";"ASIC018896"
"ASIC018898";"ASIS008803";"ASIC018898"
"ASIC018899";"ASIS008803";"ASIC018899"
"ASIC018902";"ASIS020540";"ASIC018902"
"ASIC018904";"ASIS020540";"ASIC018904"
"ASIC018906";"ASIS005366";"ASIC018906"
"ASIC018908";"ASIS010915";"ASIC018908"
"ASIC018910";"ASIS005555";"ASIC018910"
"ASIC018912";"ASIS005555";"ASIC018912"
"ASIC018914";"ASIS003870";"ASIC018914"
"ASIC018915";"ASIS021987";"ASIC018915"
"ASIC018916";"ASIS016038";"ASIC018916"
"ASIC018917";"ASIS000520";"ASIC018917"
"ASIC018919";"ASIS017119";"ASIC018919"
"ASIC018923";"ASIS015207";"ASIC018923"
"ASIC018924";"ASIS006799";"ASIC018924"
"ASIC018929";"ASIS000201";"ASIC018929"
"ASIC018930";"ASIS005412";"ASIC018930"
"ASIC018931";"ASIS009862";"ASIC018931"
"ASIC018939";"ASIS008435";"ASIC018939"
"ASIC018947";"ASIS012414";"ASIC018947"
"ASIC018948";"ASIS010327";"ASIC018948"
"ASIC018949";"ASIS014497";"ASIC018949"
"ASIC018950";"ASIS014832";"ASIC018950"
"ASIC018664";"ASIS023663";"ASIC018664"
"ASIC018676";"ASIS015907";"ASIC018676"
"ASIC018677";"ASIS015907";"ASIC018677"
"ASIC0186781";"ASIS012353";"ASIC018678"
"ASIC0186782";"ASIS015907";"ASIC018678"
"ASIC018681";"ASIS005156";"ASIC018681"
"ASIC0186841";"ASIS010244";"ASIC018684"
"ASIC0186842";"ASIS018669";"ASIC018684"
"ASIC018687";"ASIS015336";"ASIC018687"
"ASIC018689";"ASIS009737";"ASIC018689"
"ASIC025398";"ASIS024030";"ASIC025398"
"ASIC025182";"ASIS023894";"ASIC025182"
"ASIC025351";"ASIS023948";"ASIC025351"
"ASIC018691";"ASIS015194";"ASIC018691"
"ASIC018692";"ASIS015350";"ASIC018692"
"ASIC025269";"ASIS023803";"ASIC025269"
"ASIC025129";"ASIS024204";"ASIC025129"
"ASIC018699";"ASIS003928";"ASIC018699"
"ASIC018703";"ASIS005996";"ASIC018703"
"ASIC018705";"ASIS007971";"ASIC018705"
"ASIC025056";"ASIS023984";"ASIC025056"
"ASIC018717";"ASIS009483";"ASIC018717"
"ASIC0187221";"ASIS003303";"ASIC018722"
"ASIC0187222";"ASIS005074";"ASIC018722"
"ASIC018735";"ASIS016933";"ASIC018735"
"ASIC0187381";"ASIS004929";"ASIC018738"
"ASIC0187382";"ASIS007014";"ASIC018738"
"ASIC0187401";"ASIS004876";"ASIC018740"
"ASIC0187402";"ASIS015622";"ASIC018740"
"ASIC018746";"ASIS000998";"ASIC018746"
"ASIC018747";"ASIS005507";"ASIC018747"
"ASIC018753";"ASIS010522";"ASIC018753"
"ASIC0187541";"ASIS010522";"ASIC018754"
"ASIC0187542";"ASIS011810";"ASIC018754"
"ASIC0187551";"ASIS012428";"ASIC018755"
"ASIC0187552";"ASIS017391";"ASIC018755"
"ASIC018756";"ASIS017391";"ASIC018756"
"ASIC0187581";"ASIS003524";"ASIC018758"
"ASIC0187582";"ASIS006978";"ASIC018758"
"ASIC018773";"ASIS021269";"ASIC018773"
"ASIC018776";"ASIS011997";"ASIC018776"
"ASIC018777";"ASIS011997";"ASIC018777"
"ASIC0187841";"ASIS009417";"ASIC018784"
"ASIC0187842";"ASIS020544";"ASIC018784"
"ASIC018785";"ASIS018253";"ASIC018785"
"ASIC018786";"ASIS021189";"ASIC018786"
"ASIC0187871";"ASIS013872";"ASIC018787"
"ASIC0187872";"ASIS017197";"ASIC018787"
"ASIC018788";"ASIS012403";"ASIC018788"
"ASIC018789";"ASIS012403";"ASIC018789"
"ASIC018790";"ASIS012403";"ASIC018790"
"ASIC018791";"ASIS017065";"ASIC018791"
"ASIC018795";"ASIS001994";"ASIC018795"
"ASIC018796";"ASIS007318";"ASIC018796"
"ASIC018798";"ASIS019968";"ASIC018798"
"ASIC018799";"ASIS020913";"ASIC018799"
"ASIC018801";"ASIS014450";"ASIC018801"
"ASIC018802";"ASIS003744";"ASIC018802"
"ASIC018803";"ASIS015979";"ASIC018803"
"ASIC018806";"ASIS001650";"ASIC018806"
"ASIC018807";"ASIS005786";"ASIC018807"
"ASIC018808";"ASIS005786";"ASIC018808"
"ASIC018809";"ASIS009605";"ASIC018809"
"ASIC018810";"ASIS009605";"ASIC018810"
"ASIC018811";"ASIS002044";"ASIC018811"
"ASIC018812";"ASIS017033";"ASIC018812"
"ASIC018822";"ASIS022006";"ASIC018822"
"ASIC018823";"ASIS014671";"ASIC018823"
"ASIC018824";"ASIS012025";"ASIC018824"
"ASIC018825";"ASIS016704";"ASIC018825"
"ASIC018827";"ASIS005504";"ASIC018827"
"ASIC018828";"ASIS014377";"ASIC018828"
"ASIC018829";"ASIS017647";"ASIC018829"
"ASIC018830";"ASIS012987";"ASIC018830"
"ASIC018831";"ASIS016502";"ASIC018831"
"ASIC018832";"ASIS011429";"ASIC018832"
"ASIC018835";"ASIS007600";"ASIC018835"
"ASIC018836";"ASIS000112";"ASIC018836"
"ASIC018838";"ASIS021937";"ASIC018838"
"ASIC018841";"ASIS008238";"ASIC018841"
"ASIC018842";"ASIS008238";"ASIC018842"
"ASIC018845";"ASIS003469";"ASIC018845"
"ASIC018847";"ASIS019646";"ASIC018847"
"ASIC018849";"ASIS002580";"ASIC018849"
"ASIC018850";"ASIS020287";"ASIC018850"
"ASIC0188601";"ASIS003250";"ASIC018860"
"ASIC0188602";"ASIS021217";"ASIC018860"
"ASIC018861";"ASIS018269";"ASIC018861"
"ASIC018862";"ASIS018269";"ASIC018862"
"ASIC018863";"ASIS007496";"ASIC018863"
"ASIC018864";"ASIS021182";"ASIC018864"
"ASIC018865";"ASIS003493";"ASIC018865"
"ASIC018866";"ASIS003493";"ASIC018866"
"ASIC018875";"ASIS004039";"ASIC018875"
"ASIC019498";"ASIS009369";"ASIC019498"
"ASIC019609";"ASIS009369";"ASIC019609"
"ASIC025065";"ASIS023941";"ASIC025065"
"ASIC0197201";"ASIS006513";"ASIC019720"
"ASIC0197202";"ASIS009194";"ASIC019720"
"ASIC019921";"ASIS020386";"ASIC019921"
"ASIC019532";"ASIS018873";"ASIC019532"
"ASIC019543";"ASIS018873";"ASIC019543"
"ASIC019554";"ASIS018873";"ASIC019554"
"ASIC019565";"ASIS001913";"ASIC019565"
"ASIC019576";"ASIS001913";"ASIC019576"
"ASIC019598";"ASIS023242";"ASIC019598"
"ASIC0196101";"ASIS019356";"ASIC019610"
"ASIC0196102";"ASIS021451";"ASIC019610"
"ASIC019621";"ASIS019356";"ASIC019621"
"ASIC019632";"ASIS017649";"ASIC019632"
"ASIC019643";"ASIS008779";"ASIC019643"
"ASIC0196651";"ASIS003202";"ASIC019665"
"ASIC0196652";"ASIS011005";"ASIC019665"
"ASIC0196761";"ASIS001193";"ASIC019676"
"ASIC0196762";"ASIS001368";"ASIC019676"
"ASIC019721";"ASIS007404";"ASIC019721"
"ASIC019732";"ASIS007404";"ASIC019732"
"ASIC019743";"ASIS009466";"ASIC019743"
"ASIC019754";"ASIS003438";"ASIC019754"
"ASIC019832";"ASIS001290";"ASIC019832"
"ASIC019843";"ASIS013929";"ASIC019843"
"ASIC019874";"ASIS004093";"ASIC019874"
"ASIC0198781";"ASIS015079";"ASIC019878"
"ASIC0198782";"ASIS016890";"ASIC019878"
"ASIC019879";"ASIS016884";"ASIC019879"
"ASIC019880";"ASIS016884";"ASIC019880"
"ASIC019886";"ASIS004611";"ASIC019886"
"ASIC019890";"ASIS016251";"ASIC019890"
"ASIC019892";"ASIS005748";"ASIC019892"
"ASIC019893";"ASIS022728";"ASIC019893"
"ASIC019894";"ASIS008148";"ASIC019894"
"ASIC019895";"ASIS000723";"ASIC019895"
"ASIC019901";"ASIS013681";"ASIC019901"
"ASIC019902";"ASIS023153";"ASIC019902"
"ASIC019903";"ASIS007039";"ASIC019903"
"ASIC019906";"ASIS006261";"ASIC019906"
"ASIC019907";"ASIS006909";"ASIC019907"
"ASIC019908";"ASIS006909";"ASIC019908"
"ASIC019916";"ASIS016477";"ASIC019916"
"ASIC019920";"ASIS018682";"ASIC019920"
"ASIC019922";"ASIS018682";"ASIC019922"
"ASIC019923";"ASIS018682";"ASIC019923"
"ASIC019929";"ASIS003329";"ASIC019929"
"ASIC019930";"ASIS020764";"ASIC019930"
"ASIC019502";"ASIS008780";"ASIC019502"
"ASIC019503";"ASIS008487";"ASIC019503"
"ASIC019504";"ASIS009658";"ASIC019504"
"ASIC019505";"ASIS017766";"ASIC019505"
"ASIC019506";"ASIS013722";"ASIC019506"
"ASIC0195071";"ASIS012610";"ASIC019507"
"ASIC0195072";"ASIS013722";"ASIC019507"
"ASIC019509";"ASIS001833";"ASIC019509"
"ASIC019511";"ASIS001833";"ASIC019511"
"ASIC019512";"ASIS013543";"ASIC019512"
"ASIC019513";"ASIS013543";"ASIC019513"
"ASIC019514";"ASIS013543";"ASIC019514"
"ASIC019515";"ASIS014735";"ASIC019515"
"ASIC019516";"ASIS021234";"ASIC019516"
"ASIC019517";"ASIS021234";"ASIC019517"
"ASIC019518";"ASIS017610";"ASIC019518"
"ASIC019520";"ASIS008165";"ASIC019520"
"ASIC0195231";"ASIS008571";"ASIC019523"
"ASIC0195232";"ASIS010594";"ASIC019523"
"ASIC019526";"ASIS000747";"ASIC019526"
"ASIC019527";"ASIS001362";"ASIC019527"
"ASIC019528";"ASIS001362";"ASIC019528"
"ASIC019529";"ASIS001362";"ASIC019529"
"ASIC019530";"ASIS016757";"ASIC019530"
"ASIC019531";"ASIS010652";"ASIC019531"
"ASIC019533";"ASIS013917";"ASIC019533"
"ASIC0195341";"ASIS000958";"ASIC019534"
"ASIC0195342";"ASIS005640";"ASIC019534"
"ASIC0195351";"ASIS000958";"ASIC019535"
"ASIC0195352";"ASIS005640";"ASIC019535"
"ASIC019536";"ASIS005640";"ASIC019536"
"ASIC019537";"ASIS022932";"ASIC019537"
"ASIC019538";"ASIS004782";"ASIC019538"
"ASIC019539";"ASIS019945";"ASIC019539"
"ASIC019540";"ASIS008527";"ASIC019540"
"ASIC019541";"ASIS006517";"ASIC019541"
"ASIC0195421";"ASIS006517";"ASIC019542"
"ASIC0195422";"ASIS021381";"ASIC019542"
"ASIC019546";"ASIS004802";"ASIC019546"
"ASIC019547";"ASIS004802";"ASIC019547"
"ASIC019552";"ASIS019479";"ASIC019552"
"ASIC019553";"ASIS017072";"ASIC019553"
"ASIC019558";"ASIS016788";"ASIC019558"
"ASIC019559";"ASIS018033";"ASIC019559"
"ASIC019561";"ASIS000673";"ASIC019561"
"ASIC019562";"ASIS006054";"ASIC019562"
"ASIC019563";"ASIS006054";"ASIC019563"
"ASIC019564";"ASIS006054";"ASIC019564"
"ASIC019566";"ASIS006054";"ASIC019566"
"ASIC019568";"ASIS010357";"ASIC019568"
"ASIC019569";"ASIS017753";"ASIC019569"
"ASIC019573";"ASIS012373";"ASIC019573"
"ASIC019574";"ASIS005657";"ASIC019574"
"ASIC0195851";"ASIS006196";"ASIC019585"
"ASIC0195852";"ASIS021797";"ASIC019585"
"ASIC019588";"ASIS016425";"ASIC019588"
"ASIC019589";"ASIS016425";"ASIC019589"
"ASIC019591";"ASIS001538";"ASIC019591"
"ASIC019592";"ASIS012222";"ASIC019592"
"ASIC019595";"ASIS019181";"ASIC019595"
"ASIC019596";"ASIS019133";"ASIC019596"
"ASIC019597";"ASIS004258";"ASIC019597"
"ASIC019599";"ASIS009543";"ASIC019599"
"ASIC019600";"ASIS013236";"ASIC019600"
"ASIC019601";"ASIS004342";"ASIC019601"
"ASIC019603";"ASIS006361";"ASIC019603"
"ASIC019604";"ASIS018020";"ASIC019604"
"ASIC019606";"ASIS000050";"ASIC019606"
"ASIC0196081";"ASIS008727";"ASIC019608"
"ASIC0196082";"ASIS014064";"ASIC019608"
"ASIC019612";"ASIS014991";"ASIC019612"
"ASIC019613";"ASIS014991";"ASIC019613"
"ASIC019614";"ASIS005397";"ASIC019614"
"ASIC019615";"ASIS019391";"ASIC019615"
"ASIC0196161";"ASIS012796";"ASIC019616"
"ASIC0196162";"ASIS017057";"ASIC019616"
"ASIC0196171";"ASIS012796";"ASIC019617"
"ASIC0196172";"ASIS017057";"ASIC019617"
"ASIC0196181";"ASIS012796";"ASIC019618"
"ASIC0196182";"ASIS017223";"ASIC019618"
"ASIC0196191";"ASIS012796";"ASIC019619"
"ASIC0196192";"ASIS019324";"ASIC019619"
"ASIC0196193";"ASIS023156";"ASIC019619"
"ASIC019620";"ASIS023156";"ASIC019620"
"ASIC019622";"ASIS023156";"ASIC019622"
"ASIC019623";"ASIS023156";"ASIC019623"
"ASIC019624";"ASIS018471";"ASIC019624"
"ASIC019625";"ASIS015817";"ASIC019625"
"ASIC019626";"ASIS005365";"ASIC019626"
"ASIC025283";"ASIS024228";"ASIC025283"
"ASIC019627";"ASIS000095";"ASIC019627"
"ASIC019630";"ASIS000486";"ASIC019630"
"ASIC019631";"ASIS016396";"ASIC019631"
"ASIC0196341";"ASIS009717";"ASIC019634"
"ASIC0196342";"ASIS012063";"ASIC019634"
"ASIC019639";"ASIS022876";"ASIC019639"
"ASIC0196411";"ASIS012681";"ASIC019641"
"ASIC0196412";"ASIS014907";"ASIC019641"
"ASIC019642";"ASIS012681";"ASIC019642"
"ASIC019644";"ASIS012681";"ASIC019644"
"ASIC019647";"ASIS005377";"ASIC019647"
"ASIC019651";"ASIS019653";"ASIC019651"
"ASIC0196521";"ASIS011164";"ASIC019652"
"ASIC0196522";"ASIS019653";"ASIC019652"
"ASIC019653";"ASIS011164";"ASIC019653"
"ASIC025458";"ASIS024138";"ASIC025458"
"ASIC019657";"ASIS018464";"ASIC019657"
"ASIC019658";"ASIS015075";"ASIC019658"
"ASIC019659";"ASIS007786";"ASIC019659"
"ASIC019660";"ASIS003938";"ASIC019660"
"ASIC019661";"ASIS014716";"ASIC019661"
"ASIC019662";"ASIS019865";"ASIC019662"
"ASIC019663";"ASIS019689";"ASIC019663"
"ASIC019664";"ASIS020932";"ASIC019664"
"ASIC019666";"ASIS019524";"ASIC019666"
"ASIC019667";"ASIS010436";"ASIC019667"
"ASIC019671";"ASIS009083";"ASIC019671"
"ASIC019673";"ASIS021641";"ASIC019673"
"ASIC019674";"ASIS005058";"ASIC019674"
"ASIC019678";"ASIS004319";"ASIC019678"
"ASIC019680";"ASIS020329";"ASIC019680"
"ASIC0196811";"ASIS015994";"ASIC019681"
"ASIC0196812";"ASIS020329";"ASIC019681"
"ASIC019682";"ASIS013469";"ASIC019682"
"ASIC019683";"ASIS022054";"ASIC019683"
"ASIC0196851";"ASIS007378";"ASIC019685"
"ASIC0196852";"ASIS021671";"ASIC019685"
"ASIC0196853";"ASIS023084";"ASIC019685"
"ASIC0196861";"ASIS007879";"ASIC019686"
"ASIC0196862";"ASIS009388";"ASIC019686"
"ASIC019689";"ASIS005427";"ASIC019689"
"ASIC019690";"ASIS018988";"ASIC019690"
"ASIC019692";"ASIS022094";"ASIC019692"
"ASIC019693";"ASIS019741";"ASIC019693"
"ASIC019694";"ASIS023509";"ASIC019694"
"ASIC019695";"ASIS019363";"ASIC019695"
"ASIC025107";"ASIS024093";"ASIC025107"
"ASIC019696";"ASIS018864";"ASIC019696"
"ASIC019700";"ASIS007887";"ASIC019700"
"ASIC019701";"ASIS007859";"ASIC019701"
"ASIC019702";"ASIS021711";"ASIC019702"
"ASIC019703";"ASIS009430";"ASIC019703"
"ASIC019707";"ASIS002447";"ASIC019707"
"ASIC019708";"ASIS002447";"ASIC019708"
"ASIC019710";"ASIS010790";"ASIC019710"
"ASIC019711";"ASIS022124";"ASIC019711"
"ASIC019712";"ASIS010101";"ASIC019712"
"ASIC019713";"ASIS001360";"ASIC019713"
"ASIC019714";"ASIS000216";"ASIC019714"
"ASIC019715";"ASIS000216";"ASIC019715"
"ASIC019716";"ASIS014371";"ASIC019716"
"ASIC019717";"ASIS014371";"ASIC019717"
"ASIC019719";"ASIS002151";"ASIC019719"
"ASIC019724";"ASIS016918";"ASIC019724"
"ASIC019725";"ASIS016918";"ASIC019725"
"ASIC019730";"ASIS000247";"ASIC019730"
"ASIC019731";"ASIS000247";"ASIC019731"
"ASIC019733";"ASIS000247";"ASIC019733"
"ASIC019734";"ASIS000247";"ASIC019734"
"ASIC019736";"ASIS022702";"ASIC019736"
"ASIC019737";"ASIS016002";"ASIC019737"
"ASIC019738";"ASIS011447";"ASIC019738"
"ASIC019739";"ASIS020432";"ASIC019739"
"ASIC019740";"ASIS020432";"ASIC019740"
"ASIC019741";"ASIS001324";"ASIC019741"
"ASIC0197421";"ASIS001324";"ASIC019742"
"ASIC0197422";"ASIS010805";"ASIC019742"
"ASIC019744";"ASIS001324";"ASIC019744"
"ASIC0197451";"ASIS022955";"ASIC019745"
"ASIC0197452";"ASIS023844";"ASIC019745"
"ASIC019746";"ASIS006724";"ASIC019746"
"ASIC0197491";"ASIS015108";"ASIC019749"
"ASIC0197492";"ASIS015763";"ASIC019749"
"ASIC025204";"ASIS023923";"ASIC025204"
"ASIC019750";"ASIS014187";"ASIC019750"
"ASIC019751";"ASIS012123";"ASIC019751"
"ASIC019752";"ASIS012123";"ASIC019752"
"ASIC019753";"ASIS012123";"ASIC019753"
"ASIC025397";"ASIS023872";"ASIC025397"
"ASIC019756";"ASIS006459";"ASIC019756"
"ASIC0197571";"ASIS015882";"ASIC019757"
"ASIC0197572";"ASIS021129";"ASIC019757"
"ASIC019758";"ASIS021129";"ASIC019758"
"ASIC0251751";"ASIS014948";"ASIC025175"
"ASIC0251752";"ASIS023846";"ASIC025175"
"ASIC0197591";"ASIS014948";"ASIC019759"
"ASIC0197592";"ASIS023846";"ASIC019759"
"ASIC019760";"ASIS014948";"ASIC019760"
"ASIC019761";"ASIS009242";"ASIC019761"
"ASIC0197621";"ASIS001701";"ASIC019762"
"ASIC0197622";"ASIS002255";"ASIC019762"
"ASIC0197623";"ASIS004534";"ASIC019762"
"ASIC0197624";"ASIS009242";"ASIC019762"
"ASIC0197625";"ASIS010966";"ASIC019762"
"ASIC0197626";"ASIS011011";"ASIC019762"
"ASIC0197627";"ASIS013027";"ASIC019762"
"ASIC0197628";"ASIS014748";"ASIC019762"
"ASIC0197629";"ASIS015751";"ASIC019762"
"ASIC019766";"ASIS005565";"ASIC019766"
"ASIC0197671";"ASIS005565";"ASIC019767"
"ASIC0197672";"ASIS022904";"ASIC019767"
"ASIC019768";"ASIS022904";"ASIC019768"
"ASIC019769";"ASIS011284";"ASIC019769"
"ASIC019770";"ASIS016700";"ASIC019770"
"ASIC019771";"ASIS016700";"ASIC019771"
"ASIC019772";"ASIS019606";"ASIC019772"
"ASIC0197731";"ASIS009916";"ASIC019773"
"ASIC0197732";"ASIS019606";"ASIC019773"
"ASIC019774";"ASIS006425";"ASIC019774"
"ASIC0197751";"ASIS006425";"ASIC019775"
"ASIC0197752";"ASIS024046";"ASIC019775"
"ASIC0251571";"ASIS006425";"ASIC025157"
"ASIC0251572";"ASIS024046";"ASIC025157"
"ASIC019778";"ASIS018674";"ASIC019778"
"ASIC0197791";"ASIS013299";"ASIC019779"
"ASIC0197792";"ASIS018674";"ASIC019779"
"ASIC019780";"ASIS016867";"ASIC019780"
"ASIC019781";"ASIS008617";"ASIC019781"
"ASIC0197821";"ASIS008617";"ASIC019782"
"ASIC0197822";"ASIS011520";"ASIC019782"
"ASIC019783";"ASIS011520";"ASIC019783"
"ASIC019784";"ASIS002776";"ASIC019784"
"ASIC019785";"ASIS008930";"ASIC019785"
"ASIC019786";"ASIS008930";"ASIC019786"
"ASIC019788";"ASIS016053";"ASIC019788"
"ASIC0197891";"ASIS003196";"ASIC019789"
"ASIC0197892";"ASIS019793";"ASIC019789"
"ASIC019790";"ASIS003196";"ASIC019790"
"ASIC019791";"ASIS012416";"ASIC019791"
"ASIC019792";"ASIS017556";"ASIC019792"
"ASIC019794";"ASIS002641";"ASIC019794"
"ASIC0197961";"ASIS000108";"ASIC019796"
"ASIC0197962";"ASIS019254";"ASIC019796"
"ASIC019797";"ASIS007962";"ASIC019797"
"ASIC019799";"ASIS000132";"ASIC019799"
"ASIC019800";"ASIS002281";"ASIC019800"
"ASIC0198011";"ASIS005711";"ASIC019801"
"ASIC0198012";"ASIS014111";"ASIC019801"
"ASIC0198021";"ASIS005711";"ASIC019802"
"ASIC0198022";"ASIS014591";"ASIC019802"
"ASIC019803";"ASIS014591";"ASIC019803"
"ASIC019804";"ASIS010450";"ASIC019804"
"ASIC019805";"ASIS003184";"ASIC019805"
"ASIC019807";"ASIS001541";"ASIC019807"
"ASIC019808";"ASIS001541";"ASIC019808"
"ASIC019810";"ASIS012554";"ASIC019810"
"ASIC019811";"ASIS022980";"ASIC019811"
"ASIC0198121";"ASIS010308";"ASIC019812"
"ASIC0198122";"ASIS013016";"ASIC019812"
"ASIC0198123";"ASIS022980";"ASIC019812"
"ASIC019813";"ASIS022791";"ASIC019813"
"ASIC0198141";"ASIS010195";"ASIC019814"
"ASIC0198142";"ASIS022791";"ASIC019814"
"ASIC019815";"ASIS023530";"ASIC019815"
"ASIC019816";"ASIS023530";"ASIC019816"
"ASIC0198171";"ASIS016836";"ASIC019817"
"ASIC0198172";"ASIS023530";"ASIC019817"
"ASIC019819";"ASIS009749";"ASIC019819"
"ASIC0198241";"ASIS009786";"ASIC019824"
"ASIC0198242";"ASIS018588";"ASIC019824"
"ASIC019825";"ASIS020576";"ASIC019825"
"ASIC019826";"ASIS015456";"ASIC019826"
"ASIC019827";"ASIS014410";"ASIC019827"
"ASIC0198291";"ASIS006967";"ASIC019829"
"ASIC0198292";"ASIS018083";"ASIC019829"
"ASIC0198301";"ASIS017447";"ASIC019830"
"ASIC0198302";"ASIS018083";"ASIC019830"
"ASIC019833";"ASIS023453";"ASIC019833"
"ASIC019834";"ASIS013831";"ASIC019834"
"ASIC019835";"ASIS010569";"ASIC019835"
"ASIC019836";"ASIS012250";"ASIC019836"
"ASIC019837";"ASIS012250";"ASIC019837"
"ASIC019839";"ASIS011752";"ASIC019839"
"ASIC019840";"ASIS013936";"ASIC019840"
"ASIC025376";"ASIS023892";"ASIC025376"
"ASIC025086";"ASIS024274";"ASIC025086"
"ASIC019841";"ASIS005197";"ASIC019841"
"ASIC019842";"ASIS022130";"ASIC019842"
"ASIC019844";"ASIS016734";"ASIC019844"
"ASIC019845";"ASIS016734";"ASIC019845"
"ASIC019846";"ASIS009920";"ASIC019846"
"ASIC019847";"ASIS007534";"ASIC019847"
"ASIC019848";"ASIS014339";"ASIC019848"
"ASIC019849";"ASIS006931";"ASIC019849"
"ASIC019850";"ASIS006931";"ASIC019850"
"ASIC019851";"ASIS003275";"ASIC019851"
"ASIC019852";"ASIS003275";"ASIC019852"
"ASIC019853";"ASIS003275";"ASIC019853"
"ASIC0198561";"ASIS004608";"ASIC019856"
"ASIC0198562";"ASIS006883";"ASIC019856"
"ASIC019857";"ASIS006883";"ASIC019857"
"ASIC019858";"ASIS016832";"ASIC019858"
"ASIC019859";"ASIS000622";"ASIC019859"
"ASIC019860";"ASIS018800";"ASIC019860"
"ASIC0198621";"ASIS015250";"ASIC019862"
"ASIC0198622";"ASIS023689";"ASIC019862"
"ASIC019863";"ASIS023689";"ASIC019863"
"ASIC0198641";"ASIS018849";"ASIC019864"
"ASIC0198642";"ASIS020399";"ASIC019864"
"ASIC019866";"ASIS015121";"ASIC019866"
"ASIC019867";"ASIS015121";"ASIC019867"
"ASIC019868";"ASIS019842";"ASIC019868"
"ASIC011380";"ASIS016227";"ASIC011380"
"ASIC011491";"ASIS021610";"ASIC011491"
"ASIC011524";"ASIS007030";"ASIC011524"
"ASIC0115351";"ASIS020726";"ASIC011535"
"ASIC0115352";"ASIS023139";"ASIC011535"
"ASIC0115461";"ASIS019349";"ASIC011546"
"ASIC0115462";"ASIS020726";"ASIC011546"
"ASIC011557";"ASIS014248";"ASIC011557"
"ASIC0115681";"ASIS000243";"ASIC011568"
"ASIC0115682";"ASIS006705";"ASIC011568"
"ASIC011590";"ASIS002109";"ASIC011590"
"ASIC011381";"ASIS015213";"ASIC011381"
"ASIC011392";"ASIS010090";"ASIC011392"
"ASIC011403";"ASIS010090";"ASIC011403"
"ASIC0114141";"ASIS010090";"ASIC011414"
"ASIC0114142";"ASIS019439";"ASIC011414"
"ASIC011425";"ASIS013621";"ASIC011425"
"ASIC011447";"ASIS011175";"ASIC011447"
"ASIC0114581";"ASIS013643";"ASIC011458"
"ASIC0114582";"ASIS014566";"ASIC011458"
"ASIC0114691";"ASIS013643";"ASIC011469"
"ASIC0114692";"ASIS014566";"ASIC011469"
"ASIC011480";"ASIS004517";"ASIC011480"
"ASIC011520";"ASIS005734";"ASIC011520"
"ASIC011521";"ASIS007938";"ASIC011521"
"ASIC011522";"ASIS010251";"ASIC011522"
"ASIC011523";"ASIS001829";"ASIC011523"
"ASIC011526";"ASIS005213";"ASIC011526"
"ASIC0115271";"ASIS009788";"ASIC011527"
